-BEGIN HEADER-,,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,,,,,
Location: Latitude  18.4524   Longitude 46.8871 ,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 667.74 meters,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,,,,,
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) ,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) ,,,,,,,,,,,
T2M                     MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,
PS                      MERRA-2 Surface Pressure (kPa) ,,,,,,,,,,,
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,,,,
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) ,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,T2M,QV2M,PS,WS10M,WD10M
2021,7,14,18,12.91,0.34,0,36.34,4.15,92.46,3.2,22.81
2021,7,14,19,0,-999,0,35.36,4.27,92.51,2.89,28.09
2021,7,14,20,0,-999,0,35.18,4.33,92.57,2.48,28.67
2021,7,14,21,0,-999,0,34.75,4.39,92.61,2.25,23.72
2021,7,14,22,0,-999,0,33.82,4.39,92.6,2.32,18.01
2021,7,14,23,0,-999,0,32.71,4.39,92.58,2.49,15.87
2021,7,15,0,0,-999,0,31.9,4.39,92.54,2.48,18.72
2021,7,15,1,0,-999,0,31.55,4.39,92.51,2.23,26.92
2021,7,15,2,0,-999,0,31.62,4.39,92.51,1.81,37.81
2021,7,15,3,0,-999,0,31.59,4.39,92.53,1.4,40.91
2021,7,15,4,0,-999,0,31.06,4.39,92.57,1.22,28.7
2021,7,15,5,13.61,0.35,0,30.04,4.33,92.63,1.37,359.02
2021,7,15,6,160.93,0.53,0.2,30.42,4.27,92.69,2.06,327.4
2021,7,15,7,392.01,0.66,1.42,32.45,4.15,92.75,4.28,313.96
2021,7,15,8,627.83,0.73,3.83,35.33,4.09,92.8,5.07,312.81
2021,7,15,9,826.64,0.77,7.05,38.18,4.09,92.8,5.24,322.14
2021,7,15,10,954.48,0.78,10.15,40.45,4.03,92.77,4.99,338.98
2021,7,15,11,975.05,0.75,10.95,42.08,3.97,92.7,4.9,355.71
2021,7,15,12,973.16,0.75,10.92,43.14,3.91,92.63,5.01,5.46
2021,7,15,13,924.42,0.76,9.17,43.69,3.85,92.56,5.2,10.04
2021,7,15,14,790.79,0.73,6.33,43.77,3.85,92.51,5.36,12.54
2021,7,15,15,590.32,0.69,3.38,43.36,3.97,92.49,5.4,13.39
2021,7,15,16,358.84,0.6,1.25,42.51,4.09,92.49,5.18,12.28
2021,7,15,17,143.53,0.47,0.17,39.72,4.15,92.52,3.2,9.83
2021,7,15,18,12.84,0.34,0,36.32,4.15,92.57,3.32,8.38
2021,7,15,19,0,-999,0,35.07,4.15,92.63,3.37,8.26
2021,7,15,20,0,-999,0,34.29,4.09,92.68,3.28,9.19
2021,7,15,21,0,-999,0,33.93,4.09,92.72,3.04,9.17
2021,7,15,22,0,-999,0,34.01,4.03,92.71,2.66,6.06
2021,7,15,23,0,-999,0,34.42,4.03,92.67,2.18,356.72
2021,7,16,0,0,-999,0,34.67,4.03,92.61,1.79,338.8
2021,7,16,1,0,-999,0,34.05,4.09,92.58,1.86,318.23
2021,7,16,2,0,-999,0,32.37,4.15,92.57,2.46,308.18
2021,7,16,3,0,-999,0,30.8,4.39,92.61,3.16,307.07
2021,7,16,4,0,-999,0,29.72,4.7,92.67,3.93,307.89
2021,7,16,5,12.81,0.34,0,29.22,4.88,92.74,5.11,308.8
2021,7,16,6,146.91,0.48,0.2,30.35,4.94,92.81,7.15,309.1
2021,7,16,7,372.72,0.62,1.35,32.91,5,92.85,7.63,308.22
2021,7,16,8,611.61,0.71,3.73,36.3,5,92.85,8.93,316.7
2021,7,16,9,809.43,0.76,6.98,38.76,5,92.83,8.78,323.32
2021,7,16,10,937.02,0.77,10.08,40.67,5,92.79,8.37,329.72
2021,7,16,11,987.24,0.76,12.02,42.19,4.94,92.72,7.97,335.67
2021,7,16,12,987.5,0.76,12.02,43.29,4.88,92.65,7.6,339.37
2021,7,16,13,933.34,0.77,10.1,43.87,4.82,92.59,7.37,340.82
2021,7,16,14,811.1,0.76,7.1,43.97,4.82,92.55,7.23,341.66
2021,7,16,15,546.43,0.63,3.6,43.49,4.82,92.54,6.9,343.29
2021,7,16,16,300.35,0.5,1.27,42.69,4.82,92.55,6.3,344.83
2021,7,16,17,119.82,0.39,0.17,40.4,4.82,92.59,3.85,343.85
2021,7,16,18,13.2,0.34,0,37.15,4.88,92.62,3.49,339.41
2021,7,16,19,0,-999,0,35.93,4.88,92.66,3.66,333.65
2021,7,16,20,0,-999,0,35.15,4.94,92.7,3.85,328.34
2021,7,16,21,0,-999,0,34.67,4.88,92.73,4.1,324.16
2021,7,16,22,0,-999,0,34.22,4.82,92.72,4.34,320.63
2021,7,16,23,0,-999,0,33.62,4.64,92.69,4.67,316.69
2021,7,17,0,0,-999,0,32.88,4.46,92.65,5.22,312.33
2021,7,17,1,0,-999,0,32.43,4.33,92.65,6.94,307.04
2021,7,17,2,0,-999,0,31.8,4.39,92.7,8.87,303.54
2021,7,17,3,0,-999,0,31.06,4.58,92.74,8.52,302.23
2021,7,17,4,0,-999,0,30.26,4.7,92.77,7.94,302.99
2021,7,17,5,10.77,0.29,0,29.88,4.76,92.8,8.16,304.86
2021,7,17,6,119.09,0.39,0.17,30.86,4.88,92.83,8.96,304.99
2021,7,17,7,337.16,0.57,1.33,33.17,5.25,92.85,11.46,310.94
2021,7,17,8,509.49,0.59,3.45,35.75,5.37,92.86,12.62,319.44
2021,7,17,9,704.3,0.66,6.42,37.97,5.19,92.85,12.07,324.7
2021,7,17,10,919.15,0.75,9.67,39.77,4.94,92.82,11.45,327.65
2021,7,17,11,844.94,0.65,9,41.17,4.82,92.76,10.9,329.02
2021,7,17,12,876.08,0.67,9.38,42.11,4.76,92.68,10.58,328.56
2021,7,17,13,870.41,0.71,8.25,42.57,4.76,92.62,10.27,327.17
2021,7,17,14,749.55,0.7,5.88,42.5,4.88,92.59,9.79,325.54
2021,7,17,15,563.05,0.66,3.15,42.05,4.94,92.57,9.15,324.56
2021,7,17,16,289.59,0.48,1.1,41.15,5.19,92.56,8.26,324.43
2021,7,17,17,122.41,0.41,0.17,39.46,5.43,92.57,5.91,324.9
2021,7,17,18,12.05,0.32,0,36.11,5.62,92.61,3.91,326.09
2021,7,17,19,0,-999,0,34.73,5.74,92.66,3.89,325.54
2021,7,17,20,0,-999,0,33.9,5.74,92.7,4.07,322.89
2021,7,17,21,0,-999,0,33.21,5.55,92.74,4.38,319.34
2021,7,17,22,0,-999,0,32.8,5.13,92.73,4.82,315.53
2021,7,17,23,0,-999,0,32.33,4.58,92.7,5.55,309.58
2021,7,18,0,0,-999,0,31.69,4.15,92.68,6.49,300.61
2021,7,18,1,0,-999,0,30.97,3.97,92.67,7.29,291.17
2021,7,18,2,0,-999,0,30.08,4.27,92.69,7.5,283.31
2021,7,18,3,0,-999,0,28.92,5.37,92.71,7.12,278.58
2021,7,18,4,0,-999,0,28.06,6.65,92.74,6.87,277.72
2021,7,18,5,12.22,0.34,0,27.6,7.69,92.78,6.89,279.99
2021,7,18,6,147.95,0.49,0.2,28.75,8.18,92.83,7.56,281.62
2021,7,18,7,371.95,0.62,1.42,31.54,7.87,92.86,9.41,292.2
2021,7,18,8,604.74,0.7,3.88,34.62,6.47,92.87,11.11,301.13
2021,7,18,9,803.59,0.75,7.12,37.07,5.62,92.86,10.78,303.32
2021,7,18,10,925.59,0.76,10.17,39.01,5.25,92.82,9.78,304.43
2021,7,18,11,962.95,0.74,10.83,40.51,5.07,92.76,8.58,305.96
2021,7,18,12,965.66,0.74,10.88,41.55,5.07,92.69,7.34,307.65
2021,7,18,13,903.42,0.73,9,42.09,5.13,92.63,6.36,308.77
2021,7,18,14,771.1,0.72,6.23,42.14,5.25,92.57,5.78,310.23
2021,7,18,15,573.26,0.66,3.3,41.79,5.43,92.54,5.33,313.52
2021,7,18,16,343.82,0.58,1.2,41.03,5.62,92.53,4.92,319.18
2021,7,18,17,139.11,0.46,0.17,39.09,5.68,92.55,3.23,326.16
2021,7,18,18,12.24,0.33,0,35.51,5.68,92.6,2.95,334.79
2021,7,18,19,0,-999,0,34.23,5.68,92.67,3.05,338.69
2021,7,18,20,0,-999,0,33.37,5.68,92.73,3.06,339.34
2021,7,18,21,0,-999,0,32.67,5.62,92.76,3.01,338.23
2021,7,18,22,0,-999,0,31.96,5.49,92.76,2.98,336.19
2021,7,18,23,0,-999,0,31.25,5.43,92.73,2.96,334.65
2021,7,19,0,0,-999,0,30.62,5.37,92.7,2.9,333.23
2021,7,19,1,0,-999,0,29.95,5.31,92.67,2.85,329.92
2021,7,19,2,0,-999,0,29.16,5.25,92.67,2.84,325.3
2021,7,19,3,0,-999,0,28.49,5.25,92.71,2.88,319.18
2021,7,19,4,0,-999,0,27.88,5.43,92.76,3.23,313.43
2021,7,19,5,11.74,0.33,0,27.45,5.92,92.82,4.2,310.39
2021,7,19,6,141.04,0.47,0.17,28.73,6.65,92.87,5.84,309.84
2021,7,19,7,347.35,0.59,1.17,31.18,7.2,92.9,6.26,308.41
2021,7,19,8,579.44,0.68,3.25,34.71,6.96,92.93,6.56,309.49
2021,7,19,9,765.03,0.71,-999,37.37,6.53,92.94,5.88,315.16
2021,7,19,10,871.16,0.71,-999,39.28,6.16,92.91,4.55,329.34
2021,7,19,11,974.19,0.75,10.92,40.66,5.8,92.86,3.64,351.61
2021,7,19,12,983.38,0.76,11.05,41.65,5.49,92.8,3.39,6.08
2021,7,19,13,872.23,0.71,-999,42.06,5.37,92.74,3.43,9.44
2021,7,19,14,766.88,0.71,-999,41.98,5.25,92.71,3.58,11.19
2021,7,19,15,599.2,0.7,-999,41.52,5.19,92.68,3.82,12.99
2021,7,19,16,392.62,0.66,-999,40.49,5.13,92.68,4.01,16.53
2021,7,19,17,158.62,0.52,-999,38.38,5.07,92.72,2.69,22.91
2021,7,19,18,2.98,0.08,-999,35.83,5,92.77,2.86,30.91
2021,7,19,19,0,-999,0,34.34,4.94,92.83,3.04,37.69
2021,7,19,20,0,-999,0,33.24,4.88,92.87,3.03,45
2021,7,19,21,0,-999,0,32.56,4.82,92.89,2.88,52.51
2021,7,19,22,0,-999,0,32.09,4.82,92.86,2.65,62
2021,7,19,23,0,-999,0,31.51,4.82,92.82,2.49,76.57
2021,7,20,0,0,-999,0,30.75,4.88,92.77,2.43,93.69
2021,7,20,1,0,-999,0,29.9,4.94,92.74,2.44,111.22
2021,7,20,2,0,-999,0,29.05,5.07,92.73,2.52,129.08
2021,7,20,3,0,-999,0,28.38,5.25,92.75,2.5,150.23
2021,7,20,4,0,-999,0,27.53,5.37,92.79,2.52,181.96
2021,7,20,5,12.09,0.34,0,26.83,5.43,92.84,2.88,219.39
2021,7,20,6,152.82,0.52,0.2,29.04,5.43,92.91,5.03,247.46
2021,7,20,7,379.72,0.64,1.42,31.48,5.98,92.96,6.4,265.31
2021,7,20,8,612.98,0.72,3.85,34.81,7.02,92.96,7.05,280.99
2021,7,20,9,812.84,0.76,7.12,37.62,6.77,92.93,6.19,284.68
2021,7,20,10,950.11,0.77,10.33,39.81,6.35,92.86,5.25,284.04
2021,7,20,11,912.21,0.7,-999,41.33,5.98,92.78,4.56,284.37
2021,7,20,12,979.55,0.75,11.2,42.3,5.74,92.7,3.96,287.33
2021,7,20,13,930.09,0.76,9.3,42.76,5.55,92.64,3.45,295.06
2021,7,20,14,795.72,0.74,6.38,42.83,5.37,92.58,3.14,308.95
2021,7,20,15,599.07,0.7,3.45,42.49,5.13,92.54,3.09,326.35
2021,7,20,16,366.5,0.62,1.27,41.76,4.94,92.53,3.22,342.8
2021,7,20,17,146.95,0.48,0.17,39.4,4.76,92.56,2.26,359.01
2021,7,20,18,12.46,0.34,0,36.23,4.64,92.59,2.6,16.96
2021,7,20,19,0,-999,0,34.96,4.52,92.65,2.78,29.31
2021,7,20,20,0,-999,0,33.98,4.39,92.7,2.83,38.17
2021,7,20,21,0,-999,0,33.08,4.27,92.74,2.83,43.77
2021,7,20,22,0,-999,0,32.29,4.21,92.74,2.76,45.92
2021,7,20,23,0,-999,0,31.65,4.09,92.7,2.61,43.79
2021,7,21,0,0,-999,0,31.01,4.03,92.65,2.49,38.63
2021,7,21,1,0,-999,0,30.28,4.03,92.63,2.44,32.32
2021,7,21,2,0,-999,0,29.55,4.03,92.64,2.4,25.4
2021,7,21,3,0,-999,0,28.82,4.09,92.67,2.38,16.83
2021,7,21,4,0,-999,0,28.08,4.21,92.72,2.34,8.05
2021,7,21,5,11.75,0.34,0,27.55,4.33,92.77,2.2,355.1
2021,7,21,6,148.8,0.5,0.17,29.38,4.46,92.84,2.48,324.76
2021,7,21,7,377.81,0.64,1.3,31.67,4.52,92.9,3.91,303.18
2021,7,21,8,615.96,0.72,3.55,35.31,4.7,92.92,4.38,303.95
2021,7,21,9,815.23,0.76,6.62,38.69,4.76,92.91,4.11,323.59
2021,7,21,10,943.68,0.77,9.6,40.69,4.88,92.87,4.1,336.86
2021,7,21,11,1023.87,0.79,12.73,41.95,4.88,92.82,4.42,340.06
2021,7,21,12,1022.63,0.78,12.67,42.71,4.88,92.76,4.78,339.82
2021,7,21,13,872.51,0.71,-999,43.05,4.82,92.71,5.03,339.93
2021,7,21,14,766.94,0.71,-999,43,4.82,92.68,5.29,340.31
2021,7,21,15,655.53,0.77,4.17,42.54,4.82,92.66,5.49,341.08
2021,7,21,16,423.42,0.71,1.6,41.68,4.82,92.67,5.49,341.75
2021,7,21,17,179.91,0.6,0.23,39.56,4.82,92.7,3.55,342.2
2021,7,21,18,2.91,0.08,-999,36.06,4.94,92.74,2.98,341.8
2021,7,21,19,0,-999,-999,35.14,5,92.79,2.81,341.67
2021,7,21,20,0,-999,0,34.3,5,92.81,2.7,344.19
2021,7,21,21,0,-999,0,33.06,5.07,92.83,2.8,349.07
2021,7,21,22,0,-999,0,31.79,5.07,92.82,2.99,353.99
2021,7,21,23,0,-999,0,30.78,5,92.79,3.01,0.6
2021,7,22,0,0,-999,-999,30.06,5,92.76,2.8,5.76
2021,7,22,1,0,-999,-999,29.77,4.94,92.73,2.42,9.64
2021,7,22,2,0,-999,-999,29.9,4.88,92.74,1.98,13.49
2021,7,22,3,0,-999,-999,29.95,4.82,92.76,1.57,5.71
2021,7,22,4,0,-999,-999,29.33,4.76,92.79,1.51,340.72
2021,7,22,5,2.77,0.09,-999,27.94,4.64,92.85,2.03,312.66
2021,7,22,6,152.98,0.52,-999,29.3,4.46,92.91,3.42,297.44
2021,7,22,7,387.76,0.66,-999,31.65,4.46,92.95,5.38,294.55
2021,7,22,8,596.86,0.7,-999,35.05,4.58,92.97,5.72,300.45
2021,7,22,9,764.13,0.71,-999,38.13,4.52,92.95,4.77,312.21
2021,7,22,10,965.04,0.79,10.58,40.29,4.33,92.9,3.71,327.48
2021,7,22,11,978.27,0.75,10.95,41.67,4.21,92.83,3.28,339.67
2021,7,22,12,978.33,0.75,10.92,42.52,4.09,92.75,3.28,345.1
2021,7,22,13,929.97,0.76,9.17,42.93,4.03,92.69,3.38,348.4
2021,7,22,14,795.99,0.74,6.3,42.91,3.97,92.64,3.48,352.65
2021,7,22,15,595.8,0.7,3.38,42.52,4.03,92.62,3.58,356.63
2021,7,22,16,362.04,0.61,1.25,41.72,4.09,92.62,3.57,0.63
2021,7,22,17,142.99,0.48,0.17,39.23,4.09,92.66,2.33,8.67
2021,7,22,18,11.79,0.34,0,35.94,4.09,92.71,2.58,20.03
2021,7,22,19,0,-999,0,34.76,4.09,92.76,2.6,28.1
2021,7,22,20,0,-999,0,34.06,4.09,92.81,2.48,33.29
2021,7,22,21,0,-999,0,33.71,4.09,92.85,2.24,37.19
2021,7,22,22,0,-999,0,33.61,4.09,92.84,1.9,42.5
2021,7,22,23,0,-999,0,33.62,4.09,92.79,1.52,51.66
2021,7,23,0,0,-999,0,33.47,4.09,92.72,1.19,69.66
2021,7,23,1,0,-999,0,32.98,4.09,92.69,0.81,104.04
2021,7,23,2,0,-999,0,31.47,4.09,92.67,0.85,202.78
2021,7,23,3,0,-999,0,29.44,4.15,92.71,2.17,252.41
2021,7,23,4,0,-999,0,28.44,4.52,92.78,3.66,273.42
2021,7,23,5,10.9,0.34,0,27.87,6.04,92.85,4.35,287.78
2021,7,23,6,140.77,0.48,0.17,29.92,8.24,92.9,5.56,296.28
2021,7,23,7,356.4,0.6,1.27,32.6,9.16,92.92,6.66,307.52
2021,7,23,8,587.85,0.69,3.52,35.79,8.18,92.94,8.67,322.84
2021,7,23,9,788.92,0.73,6.62,38.08,7.32,92.91,9.08,328.58
2021,7,23,10,924.77,0.76,9.7,39.83,6.84,92.85,8.88,330.14
2021,7,23,11,979.15,0.75,11.2,41.13,6.53,92.76,8.73,330.8
2021,7,23,12,975.73,0.75,11.23,42.05,6.35,92.68,8.54,332.08
2021,7,23,13,924.61,0.75,9.48,42.57,6.23,92.61,8.18,334.44
2021,7,23,14,796.11,0.74,6.55,42.68,6.1,92.56,7.7,337.44
2021,7,23,15,597.8,0.7,3.52,42.4,6.04,92.54,7.2,340.68
2021,7,23,16,361.5,0.61,1.3,41.65,5.92,92.54,6.66,343.44
2021,7,23,17,142.16,0.48,0.17,39.63,5.92,92.57,4.32,345.54
2021,7,23,18,11.78,0.34,0,36.18,5.92,92.61,3.25,347.23
2021,7,23,19,0,-999,0,34.9,5.86,92.66,3.12,343.88
2021,7,23,20,0,-999,0,34.16,5.86,92.72,2.95,335.95
2021,7,23,21,0,-999,0,33.51,5.86,92.76,2.97,324.64
2021,7,23,22,0,-999,0,32.87,5.92,92.77,3.29,314.62
2021,7,23,23,0,-999,0,31.95,5.98,92.75,3.68,310.18
2021,7,24,0,0,-999,0,31.17,6.1,92.71,3.88,308.14
2021,7,24,1,0,-999,0,30.61,6.16,92.68,4.28,305.57
2021,7,24,2,0,-999,0,30.21,6.29,92.68,5.54,303.15
2021,7,24,3,0,-999,0,29.75,6.65,92.72,6.69,301.33
2021,7,24,4,0,-999,0,29.43,7.39,92.76,7.22,301.31
2021,7,24,5,10.83,0.34,0,29.15,8.18,92.83,7.52,302.91
2021,7,24,6,140.99,0.48,0.17,30.2,8.61,92.89,7.87,304.45
2021,7,24,7,354.57,0.6,1.35,32.82,8.06,92.93,10.4,316.25
2021,7,24,8,563.75,0.66,3.67,35.54,7.2,92.95,12.57,324.85
2021,7,24,9,801.7,0.75,7.05,37.7,6.71,92.96,12.28,328.64
2021,7,24,10,935.49,0.77,10.2,39.4,6.35,92.92,11.42,330.72
2021,7,24,11,940.27,0.72,10.27,40.65,6.04,92.86,10.5,331.72
2021,7,24,12,941.62,0.72,10.25,41.18,5.74,92.79,9.48,333.03
2021,7,24,13,886.77,0.73,8.5,41.62,5.62,92.74,8.44,334.93
2021,7,24,14,736.48,0.69,5.77,41.94,5.49,92.71,7.55,335.93
2021,7,24,15,539.94,0.63,3.05,41.8,5.49,92.69,6.78,336.15
2021,7,24,16,309.91,0.52,1.08,41.05,5.55,92.69,6,336.51
2021,7,24,17,118.73,0.4,0.15,38.98,5.62,92.72,3.7,336.9
2021,7,24,18,10.91,0.32,0,35.48,5.62,92.75,3.17,336.34
2021,7,24,19,0,-999,0,34.3,5.74,92.8,3.23,333.87
2021,7,24,20,0,-999,0,33.48,5.86,92.86,3.29,329.48
2021,7,24,21,0,-999,0,32.79,6.04,92.89,3.38,323.74
2021,7,24,22,0,-999,0,32.26,6.29,92.88,3.54,317.15
2021,7,24,23,0,-999,0,31.8,6.47,92.84,3.85,311.79
2021,7,25,0,0,-999,0,31.4,6.41,92.79,4.4,308.52
2021,7,25,1,0,-999,0,31.08,5.98,92.75,5.34,305.6
2021,7,25,2,0,-999,0,30.71,5.37,92.75,6.86,302.91
2021,7,25,3,0,-999,0,30.25,6.1,92.8,8.28,299.88
2021,7,25,4,0,-999,0,29.45,9.22,92.86,8.35,297.28
2021,7,25,5,10.16,0.33,0,28.8,11.6,92.91,8.14,295.58
2021,7,25,6,132.75,0.45,0.17,29.64,12.21,92.95,8.92,295.85
2021,7,25,7,357.12,0.61,1.3,32.15,11.6,92.98,12.36,305.25
2021,7,25,8,558.15,0.66,3.52,34.91,10.07,93.01,12.82,313.32
2021,7,25,9,682.51,0.64,5.95,37.32,8.54,93.01,12.05,318.73
2021,7,25,10,824.85,0.67,8.7,39.48,7.39,92.97,10.75,323.31
2021,7,25,11,778.79,0.59,8.73,41.2,6.59,92.92,9.5,327.15
2021,7,25,12,826.25,0.63,9.3,42.23,6.04,92.85,8.33,330.07
2021,7,25,13,873.85,0.71,8.62,42.65,5.8,92.78,7.02,332.29
2021,7,25,14,745.88,0.7,6.15,42.63,5.68,92.73,6.08,333.27
2021,7,25,15,581.55,0.68,3.4,42.23,5.55,92.69,5.55,333.4
2021,7,25,16,352.97,0.59,1.25,41.44,5.43,92.69,5.11,334.34
2021,7,25,17,135.9,0.46,0.17,39.23,5.31,92.71,3.15,334.9
2021,7,25,18,10.98,0.33,0,35.66,5.13,92.74,2.96,333.3
2021,7,25,19,0,-999,0,34.4,5,92.79,2.98,331.15
2021,7,25,20,0,-999,0,33.44,4.94,92.84,3,329.16
2021,7,25,21,0,-999,0,32.43,4.88,92.87,3.07,329.19
2021,7,25,22,0,-999,0,31.44,4.82,92.86,3.14,331.01
2021,7,25,23,0,-999,0,30.51,4.82,92.82,3.16,334.38
2021,7,26,0,0,-999,0,29.66,4.82,92.78,3.08,340.14
2021,7,26,1,0,-999,0,28.98,4.88,92.77,2.88,347.62
2021,7,26,2,0,-999,0,28.44,4.88,92.79,2.65,353.23
2021,7,26,3,0,-999,0,28,4.88,92.82,2.48,353.48
2021,7,26,4,0,-999,0,27.61,4.94,92.87,2.46,344.15
2021,7,26,5,10.89,0.36,0,27.37,4.94,92.93,2.6,330.81
2021,7,26,6,154.63,0.53,0.17,29.23,5.07,92.99,3.84,317.39
2021,7,26,7,393.41,0.67,1.4,31.28,5.37,93.04,4.77,309.42
2021,7,26,8,635.77,0.74,3.8,34.59,5.62,93.06,5.1,307.34
2021,7,26,9,763.09,0.71,-999,37.77,5.55,93.07,4.69,317.57
2021,7,26,10,870.82,0.71,-999,40.06,5.37,93.05,3.91,336.2
2021,7,26,11,1009.81,0.77,11.75,41.6,5.13,92.99,3.7,350.76
2021,7,26,12,1010.34,0.77,11.77,42.56,4.88,92.91,3.81,356.71
2021,7,26,13,960.41,0.78,9.9,42.98,4.76,92.84,4.06,357.13
2021,7,26,14,766.3,0.71,-999,43.01,4.7,92.79,4.35,356.4
2021,7,26,15,627.73,0.73,3.67,42.61,4.64,92.76,4.61,356.02
2021,7,26,16,387.09,0.66,1.35,41.78,4.64,92.77,4.73,355.64
2021,7,26,17,152.62,0.52,0.17,39.3,4.64,92.8,3.11,353.36
2021,7,26,18,2.73,0.09,-999,35.69,4.58,92.86,3.3,348.24
2021,7,26,19,0,-999,-999,34.37,4.58,92.92,3.45,344.36
2021,7,26,20,0,-999,0,33.43,4.58,92.99,3.45,340.7
2021,7,26,21,0,-999,0,32.62,4.58,93.03,3.36,337.19
2021,7,26,22,0,-999,0,32.01,4.58,93.03,3.18,332.68
2021,7,26,23,0,-999,-999,31.62,4.58,92.98,2.93,326.52
2021,7,27,0,0,-999,-999,31.45,4.52,92.92,2.67,319.03
2021,7,27,1,0,-999,0,31.05,4.52,92.86,2.6,313.66
2021,7,27,2,0,-999,0,30.12,4.52,92.84,2.86,316.77
2021,7,27,3,0,-999,0,29.08,4.52,92.88,3.44,325.91
2021,7,27,4,0,-999,0,28.68,4.58,92.95,4.3,333.43
2021,7,27,5,11.05,0.38,0,28.26,4.7,93.02,5.09,337.17
2021,7,27,6,151.46,0.52,0.17,29.63,4.82,93.08,6.24,341.61
2021,7,27,7,386.38,0.66,1.4,32.01,4.82,93.11,6.01,347.7
2021,7,27,8,623.55,0.73,3.8,36.31,4.82,93.12,6.51,359.79
2021,7,27,9,817.48,0.77,7,39.33,4.7,93.09,7.31,6.69
2021,7,27,10,938.91,0.77,10,40.94,4.64,93.03,7.17,3.06
2021,7,27,11,972.79,0.74,10.95,42.03,4.64,92.96,6.9,356.56
2021,7,27,12,967.99,0.74,11.02,42.71,4.64,92.88,6.7,350.8
2021,7,27,13,863.73,0.7,8.6,42.98,4.64,92.81,6.55,347.11
2021,7,27,14,687.25,0.64,5.88,42.88,4.7,92.76,6.4,345.44
2021,7,27,15,459.44,0.54,3.05,42.36,4.82,92.73,6.25,344.63
2021,7,27,16,298.23,0.51,1.12,41.44,4.94,92.72,5.92,344.94
2021,7,27,17,118.61,0.41,0.15,39.31,5,92.75,3.7,348.05
2021,7,27,18,10.73,0.34,0,36.23,5.07,92.78,3.2,353.55
2021,7,27,19,0,-999,0,34.91,5.13,92.82,3.27,354.93
2021,7,27,20,0,-999,0,33.94,5.13,92.87,3.33,350.69
2021,7,27,21,0,-999,0,33.08,5.13,92.9,3.43,342.93
2021,7,27,22,0,-999,0,32.26,5.07,92.88,3.54,335.64
2021,7,27,23,0,-999,0,31.48,5,92.84,3.59,330.36
2021,7,28,0,0,-999,0,30.88,4.94,92.78,3.59,325.9
2021,7,28,1,0,-999,0,30.44,4.94,92.73,3.6,320.99
2021,7,28,2,0,-999,0,30.12,5.07,92.7,3.65,316.47
2021,7,28,3,0,-999,0,30.05,5.25,92.7,3.83,317.32
2021,7,28,4,0,-999,0,29.67,5.49,92.73,4.48,324.65
2021,7,28,5,9.25,0.32,0,29.32,5.62,92.78,5.41,334.8
2021,7,28,6,99.07,0.34,0.1,30.21,5.55,92.83,6.65,346.42
2021,7,28,7,258.95,0.45,0.8,32.09,5.19,92.86,7.04,356.63
2021,7,28,8,435.52,0.51,2.23,35.42,4.33,92.88,7.23,5.95
2021,7,28,9,626.84,0.59,4.08,38.26,4.09,92.87,8.49,14.6
2021,7,28,10,794.79,0.65,6.23,40.1,4.33,92.83,8.8,13.97
2021,7,28,11,723.07,0.55,5.12,41.48,4.52,92.77,8.59,6.84
2021,7,28,12,715.06,0.55,5.1,42.32,4.64,92.7,8.59,357.55
2021,7,28,13,715.95,0.59,4.5,42.47,4.76,92.64,9.14,349.41
2021,7,28,14,578.48,0.54,3.02,41.94,4.94,92.62,10.01,344.38
2021,7,28,15,414.13,0.48,1.6,40.81,5.19,92.63,10.66,341.27
2021,7,28,16,233.98,0.4,0.58,39.26,5.49,92.68,10.68,339.03
2021,7,28,17,95.91,0.33,0.08,37.48,5.68,92.74,9.31,335.93
2021,7,28,18,8.8,0.29,0,35.4,5.74,92.8,6.79,329.84
2021,7,28,19,0,-999,0,34.16,5.74,92.85,5.67,318.41
2021,7,28,20,0,-999,0,33,5.74,92.88,4.64,305.27
2021,7,28,21,0,-999,0,32.15,5.62,92.89,4.29,291.24
2021,7,28,22,0,-999,0,31.82,5.43,92.84,4.42,285.26
2021,7,28,23,0,-999,0,31.62,5.25,92.79,4.97,289.18
2021,7,29,0,0,-999,0,31.13,5.19,92.73,5.51,296.71
