-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 
Location: Latitude  29.7848   Longitude 40.0998 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 685.2 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UV_INDEX,ALLSKY_KT,T2M,QV2M,PS,WS10M,WD10M
2021,7,15,1,0.0,0.0,-999.0,27.98,5.37,92.54,3.95,322.88
2021,7,15,2,0.0,0.0,-999.0,27.25,4.94,92.52,4.27,326.86
2021,7,15,3,0.0,0.0,-999.0,26.44,5.0,92.53,4.54,328.88
2021,7,15,4,0.0,0.0,-999.0,25.53,5.8,92.56,4.48,330.22
2021,7,15,5,10.73,0.0,0.38,24.9,6.96,92.59,4.25,331.6
2021,7,15,6,142.47,0.15,0.54,26.51,7.63,92.63,5.33,331.44
2021,7,15,7,357.46,1.1,0.66,28.87,7.69,92.65,4.16,326.64
2021,7,15,8,579.7,3.15,0.73,33.92,6.59,92.66,3.81,330.39
2021,7,15,9,769.49,5.98,0.77,36.9,5.8,92.65,3.09,311.83
2021,7,15,10,918.65,8.98,0.78,38.53,5.74,92.63,3.44,290.08
2021,7,15,11,991.37,11.17,0.78,39.73,5.86,92.59,4.23,277.97
2021,7,15,12,983.31,11.25,0.76,40.54,5.98,92.55,5.02,271.16
2021,7,15,13,959.88,10.2,0.77,40.9,6.1,92.51,5.7,266.94
2021,7,15,14,871.34,7.88,0.76,40.83,6.23,92.49,6.19,266.02
2021,7,15,15,711.46,4.98,0.73,40.28,6.35,92.48,6.4,267.55
2021,7,15,16,511.56,2.45,0.69,39.33,6.35,92.48,6.3,270.85
2021,7,15,17,289.4,0.75,0.59,38.11,6.35,92.49,5.89,275.56
2021,7,15,18,95.59,0.08,0.44,36.19,6.29,92.52,4.33,282.83
2021,7,15,19,0.0,0.0,-999.0,32.69,6.29,92.55,3.18,295.43
2021,7,15,20,0.0,0.0,-999.0,31.44,6.16,92.6,3.19,305.02
2021,7,15,21,0.0,0.0,-999.0,30.53,6.04,92.64,3.11,313.57
2021,7,15,22,0.0,0.0,-999.0,29.69,5.8,92.63,3.14,321.76
2021,7,15,23,0.0,0.0,-999.0,28.83,5.37,92.6,3.32,328.85
2021,7,16,0,0.0,0.0,-999.0,28.05,4.7,92.56,3.54,333.49
2021,7,16,1,0.0,0.0,-999.0,27.38,4.21,92.54,3.75,334.56
2021,7,16,2,0.0,0.0,-999.0,26.8,4.39,92.54,4.07,333.93
2021,7,16,3,0.0,0.0,-999.0,26.19,5.8,92.56,4.59,333.22
2021,7,16,4,0.0,0.0,-999.0,25.57,7.75,92.59,5.23,332.4
2021,7,16,5,9.62,0.0,0.34,25.2,8.48,92.63,5.47,331.31
2021,7,16,6,121.52,0.12,0.46,26.89,8.3,92.67,6.32,330.2
2021,7,16,7,319.76,0.95,0.59,29.9,7.93,92.71,5.64,327.78
2021,7,16,8,539.97,2.75,0.68,34.14,7.63,92.73,5.27,324.24
2021,7,16,9,732.84,5.3,0.73,36.65,7.32,92.73,4.47,314.65
2021,7,16,10,884.69,8.08,0.76,38.24,7.32,92.72,4.06,302.74
2021,7,16,11,966.77,10.12,0.76,39.42,7.14,92.69,4.06,291.23
2021,7,16,12,1009.31,12.42,0.77,40.2,6.96,92.64,4.24,281.81
2021,7,16,13,990.26,11.33,0.79,40.66,6.77,92.6,4.42,275.27
2021,7,16,14,901.94,8.83,0.79,40.79,6.65,92.57,4.69,272.39
2021,7,16,15,749.26,5.65,0.77,40.48,6.59,92.56,5.0,273.14
2021,7,16,16,552.43,2.83,0.74,39.69,6.53,92.55,5.27,276.56
2021,7,16,17,326.85,0.85,0.67,38.5,6.41,92.56,5.4,281.1
2021,7,16,18,112.55,0.08,0.52,36.57,6.29,92.59,4.6,288.4
2021,7,16,19,0.0,0.0,-999.0,33.23,5.92,92.64,3.73,298.66
2021,7,16,20,0.0,0.0,-999.0,31.99,5.55,92.69,3.94,307.6
2021,7,16,21,0.0,0.0,-999.0,30.98,5.19,92.72,3.95,316.12
2021,7,16,22,0.0,0.0,-999.0,30.1,4.82,92.73,3.99,323.2
2021,7,16,23,0.0,0.0,-999.0,29.3,4.52,92.71,4.13,328.87
2021,7,17,0,0.0,0.0,-999.0,28.62,4.39,92.68,4.34,333.25
2021,7,17,1,0.0,0.0,-999.0,27.95,4.46,92.65,4.62,336.6
2021,7,17,2,0.0,0.0,-999.0,27.31,4.58,92.63,4.92,339.18
2021,7,17,3,0.0,0.0,-999.0,26.6,4.82,92.63,5.14,340.85
2021,7,17,4,0.0,0.0,-999.0,25.8,5.13,92.66,5.06,341.84
2021,7,17,5,9.99,0.0,0.38,25.19,5.43,92.71,4.83,342.39
2021,7,17,6,137.43,0.12,0.52,27.35,5.62,92.75,5.9,342.81
2021,7,17,7,345.18,1.02,0.64,30.04,5.74,92.79,5.28,342.69
2021,7,17,8,567.62,2.92,0.72,34.16,5.37,92.82,4.47,339.95
2021,7,17,9,759.31,5.52,0.76,37.38,4.64,92.82,4.1,325.49
2021,7,17,10,909.8,8.3,0.77,38.86,4.7,92.81,3.92,310.32
2021,7,17,11,983.79,10.27,0.77,40.01,4.76,92.76,4.06,298.98
2021,7,17,12,962.97,-999.0,0.74,40.8,4.82,92.71,4.17,290.17
2021,7,17,13,956.7,9.48,0.76,41.25,4.94,92.64,4.28,281.68
2021,7,17,14,858.93,7.25,0.75,41.37,5.07,92.6,4.56,275.6
2021,7,17,15,696.61,4.52,0.72,41.05,5.25,92.57,4.87,273.04
2021,7,17,16,491.73,2.2,0.66,40.28,5.43,92.56,5.09,272.64
2021,7,17,17,270.11,0.65,0.56,39.06,5.62,92.57,5.12,274.64
2021,7,17,18,86.91,0.08,0.41,36.82,5.74,92.61,3.83,283.21
2021,7,17,19,0.0,0.0,-999.0,33.3,5.8,92.66,3.32,297.47
2021,7,17,20,0.0,0.0,-999.0,32.13,5.74,92.7,3.47,308.96
2021,7,17,21,0.0,0.0,-999.0,31.24,5.62,92.73,3.52,318.14
2021,7,17,22,0.0,0.0,-999.0,30.48,5.37,92.72,3.58,325.13
2021,7,17,23,0.0,0.0,-999.0,29.83,5.19,92.68,3.66,330.42
2021,7,18,0,0.0,0.0,-999.0,29.32,5.0,92.64,3.7,334.73
2021,7,18,1,0.0,0.0,-999.0,28.81,4.76,92.61,3.73,337.84
2021,7,18,2,0.0,0.0,-999.0,28.34,4.58,92.6,3.81,340.34
2021,7,18,3,0.0,0.0,-999.0,27.95,4.33,92.62,3.96,342.53
2021,7,18,4,0.0,0.0,-999.0,27.64,4.15,92.63,4.13,344.41
2021,7,18,5,8.89,0.0,0.34,27.59,3.97,92.67,4.3,346.12
2021,7,18,6,109.35,0.12,0.42,29.98,3.91,92.71,5.55,347.9
2021,7,18,7,283.91,0.9,0.53,32.23,3.97,92.76,5.53,349.5
2021,7,18,8,490.01,2.6,0.62,35.79,4.27,92.79,4.62,353.2
2021,7,18,9,705.96,5.0,0.7,38.85,4.88,92.79,3.89,358.62
2021,7,18,10,863.64,7.7,0.73,40.48,5.13,92.78,3.12,2.73
2021,7,18,11,945.99,9.7,0.74,41.71,5.31,92.75,2.47,8.93
2021,7,18,12,986.32,11.7,0.76,42.61,5.37,92.71,1.9,17.24
2021,7,18,13,944.69,10.38,0.75,43.21,5.37,92.67,1.49,25.49
2021,7,18,14,854.81,7.92,0.75,43.46,5.31,92.64,1.25,31.21
2021,7,18,15,686.55,5.02,0.71,43.34,5.25,92.63,1.1,31.66
2021,7,18,16,474.23,2.35,0.64,42.87,5.25,92.63,1.04,21.96
2021,7,18,17,267.07,0.7,0.55,42.06,5.25,92.64,1.26,9.64
2021,7,18,18,88.6,0.08,0.41,39.78,5.25,92.67,1.38,6.16
2021,7,18,19,0.0,0.0,-999.0,37.17,5.25,92.73,1.97,6.39
2021,7,18,20,0.0,0.0,-999.0,35.51,5.25,92.78,2.4,5.6
2021,7,18,21,0.0,0.0,-999.0,34.09,5.19,92.8,2.82,4.13
2021,7,18,22,0.0,0.0,-999.0,32.92,5.19,92.8,3.21,3.35
2021,7,18,23,0.0,0.0,-999.0,31.9,5.07,92.78,3.52,4.46
2021,7,19,0,0.0,0.0,-999.0,31.02,5.07,92.76,3.84,6.78
2021,7,19,1,0.0,0.0,-999.0,30.36,5.07,92.74,4.15,10.95
2021,7,19,2,0.0,0.0,-999.0,29.86,5.0,92.73,4.42,16.86
2021,7,19,3,0.0,0.0,-999.0,29.36,4.94,92.75,4.5,23.41
2021,7,19,4,0.0,0.0,-999.0,28.78,4.94,92.77,4.47,30.83
2021,7,19,5,8.41,0.0,0.34,28.23,4.88,92.81,4.37,38.84
2021,7,19,6,108.43,0.12,0.42,29.67,4.88,92.87,5.56,47.73
2021,7,19,7,314.48,1.02,0.59,31.78,4.94,92.93,4.98,56.78
2021,7,19,8,510.59,3.02,0.65,35.73,5.0,92.95,4.42,64.43
2021,7,19,9,685.77,5.8,0.68,40.09,5.13,92.95,5.05,68.28
2021,7,19,10,884.62,8.45,0.76,42.32,5.25,92.92,4.89,67.16
2021,7,19,11,966.4,10.7,0.76,43.72,5.49,92.87,4.57,62.16
2021,7,19,12,957.92,10.62,0.73,44.54,5.68,92.82,4.28,56.92
2021,7,19,13,936.02,9.62,0.74,44.9,5.74,92.76,4.14,52.29
2021,7,19,14,836.04,7.35,0.73,44.94,5.68,92.73,4.13,47.84
2021,7,19,15,671.27,4.6,0.7,44.63,5.55,92.7,4.28,44.19
2021,7,19,16,466.48,2.2,0.63,43.98,5.49,92.68,4.5,42.19
2021,7,19,17,250.12,0.65,0.52,42.92,5.43,92.68,4.68,42.16
2021,7,19,18,77.0,0.08,0.37,40.06,5.37,92.7,3.24,47.74
2021,7,19,19,0.0,0.0,-999.0,36.69,5.31,92.75,3.6,55.0
2021,7,19,20,0.0,0.0,-999.0,35.62,5.19,92.82,4.13,55.8
2021,7,19,21,0.0,0.0,-999.0,34.7,5.07,92.87,4.75,55.87
2021,7,19,22,0.0,0.0,-999.0,33.79,4.94,92.87,5.27,57.46
2021,7,19,23,0.0,0.0,-999.0,32.82,4.94,92.85,5.51,59.33
2021,7,20,0,0.0,0.0,-999.0,31.85,5.0,92.82,5.51,60.64
2021,7,20,1,0.0,0.0,-999.0,30.97,5.0,92.81,5.37,61.5
2021,7,20,2,0.0,0.0,-999.0,30.1,5.07,92.81,5.02,62.4
2021,7,20,3,0.0,0.0,-999.0,29.3,5.13,92.84,4.56,63.79
2021,7,20,4,0.0,0.0,-999.0,28.63,5.19,92.88,4.16,65.36
2021,7,20,5,8.33,0.0,0.35,28.12,5.37,92.93,3.77,66.83
2021,7,20,6,120.78,0.12,0.48,30.12,5.43,92.98,4.77,66.84
2021,7,20,7,317.27,0.98,0.59,32.58,5.55,93.01,4.31,65.25
2021,7,20,8,535.35,2.88,0.68,37.24,5.55,93.03,4.72,67.3
2021,7,20,9,728.0,5.6,0.73,40.21,5.62,93.02,5.13,66.01
2021,7,20,10,883.59,8.6,0.76,41.74,5.62,92.99,4.7,58.53
2021,7,20,11,977.95,11.02,0.77,42.94,5.62,92.94,4.58,49.77
2021,7,20,12,992.77,12.15,0.77,43.82,5.62,92.88,4.61,43.7
2021,7,20,13,968.27,10.92,0.77,44.36,5.68,92.83,4.67,39.77
2021,7,20,14,871.62,8.27,0.77,44.49,5.74,92.8,4.72,36.38
2021,7,20,15,709.29,5.15,0.73,44.26,5.86,92.77,4.73,33.69
2021,7,20,16,504.98,2.5,0.68,43.65,5.92,92.75,4.68,32.18
2021,7,20,17,281.91,0.75,0.59,42.65,5.92,92.74,4.48,33.47
2021,7,20,18,87.27,0.08,0.42,39.87,5.98,92.76,2.84,40.43
2021,7,20,19,0.0,0.0,-999.0,36.41,5.92,92.79,3.08,53.36
2021,7,20,20,0.0,0.0,-999.0,35.08,5.86,92.85,3.25,62.7
2021,7,20,21,0.0,0.0,-999.0,33.87,5.8,92.88,3.27,68.27
2021,7,20,22,0.0,0.0,-999.0,32.69,5.68,92.89,3.08,69.63
2021,7,20,23,0.0,0.0,-999.0,31.75,5.62,92.87,2.58,63.2
2021,7,21,0,0.0,0.0,-999.0,31.4,5.55,92.86,1.87,36.01
2021,7,21,1,0.0,0.0,-999.0,30.35,5.55,92.83,2.01,344.94
2021,7,21,2,0.0,0.0,-999.0,29.12,5.62,92.82,2.71,325.94
2021,7,21,3,0.0,0.0,-999.0,28.48,5.74,92.83,2.85,325.27
2021,7,21,4,0.0,0.0,-999.0,27.8,5.92,92.85,2.93,323.89
2021,7,21,5,8.18,0.0,0.36,27.18,6.16,92.9,3.05,319.05
2021,7,21,6,117.92,0.12,0.47,28.8,6.47,92.95,4.58,313.55
2021,7,21,7,319.08,0.95,0.6,30.76,6.65,93.0,5.01,306.69
2021,7,21,8,538.25,2.8,0.69,33.97,6.77,93.03,4.79,303.22
2021,7,21,9,730.3,5.38,0.73,36.88,6.59,93.04,3.86,304.43
2021,7,21,10,881.77,8.17,0.76,39.43,6.35,93.01,2.83,295.01
2021,7,21,11,954.54,10.2,0.75,41.18,6.23,92.96,2.59,277.79
2021,7,21,12,960.19,-999.0,0.74,42.45,6.04,92.9,3.09,269.13
2021,7,21,13,948.98,10.08,0.76,43.24,5.92,92.85,3.89,269.77
2021,7,21,14,847.84,7.67,0.74,43.48,5.86,92.81,4.81,271.3
2021,7,21,15,686.31,4.77,0.71,43.18,5.8,92.78,5.81,273.39
2021,7,21,16,482.4,2.3,0.65,42.3,5.68,92.76,6.67,276.86
2021,7,21,17,263.16,0.67,0.55,40.9,5.49,92.76,7.09,281.51
2021,7,21,18,80.41,0.08,0.39,38.7,5.37,92.77,5.61,287.33
2021,7,21,19,0.0,0.0,-999.0,35.39,5.37,92.79,4.1,295.54
2021,7,21,20,0.0,0.0,-999.0,34.12,5.55,92.81,3.99,305.75
2021,7,21,21,0.0,0.0,-999.0,33.17,5.86,92.83,3.93,315.64
2021,7,21,22,0.0,0.0,-999.0,32.37,6.1,92.81,4.04,323.88
2021,7,21,23,0.0,0.0,-999.0,31.54,6.23,92.78,4.24,329.89
2021,7,22,0,0.0,0.0,-999.0,30.7,6.35,92.74,4.53,331.44
2021,7,22,1,0.0,0.0,-999.0,29.98,6.47,92.71,4.85,328.97
2021,7,22,2,0.0,0.0,-999.0,29.27,6.59,92.71,5.17,324.53
2021,7,22,3,0.0,0.0,-999.0,28.55,6.65,92.73,5.45,320.7
2021,7,22,4,0.0,0.0,-999.0,27.76,6.77,92.77,5.7,319.56
2021,7,22,5,7.98,0.0,0.37,27.07,7.02,92.82,5.94,319.48
2021,7,22,6,119.89,0.12,0.48,27.83,7.32,92.88,6.61,316.87
2021,7,22,7,327.77,0.98,0.62,30.05,7.51,92.92,6.53,312.33
2021,7,22,8,550.66,2.92,0.7,32.52,7.26,92.94,6.43,308.54
2021,7,22,9,744.84,5.65,0.74,34.55,6.71,92.94,6.17,303.53
2021,7,22,10,893.95,8.6,0.77,36.43,6.29,92.92,5.94,297.85
2021,7,22,11,974.27,10.83,0.77,38.44,5.98,92.87,5.78,291.74
2021,7,22,12,972.29,11.2,0.75,40.12,5.98,92.81,5.9,283.47
2021,7,22,13,944.59,-999.0,0.75,41.15,6.23,92.76,6.6,274.75
2021,7,22,14,858.25,7.73,0.75,41.4,6.59,92.71,7.49,270.06
2021,7,22,15,696.27,4.83,0.72,41.07,6.84,92.68,7.73,269.77
2021,7,22,16,496.12,2.35,0.67,40.48,6.84,92.64,7.13,272.51
2021,7,22,17,275.8,0.7,0.58,39.54,6.84,92.62,6.1,276.99
2021,7,22,18,83.59,0.08,0.41,37.35,6.77,92.61,3.62,285.89
2021,7,22,19,0.0,0.0,-999.0,34.1,6.77,92.62,2.97,304.94
2021,7,22,20,0.0,0.0,-999.0,32.96,6.59,92.65,3.08,320.34
2021,7,22,21,0.0,0.0,-999.0,31.96,6.35,92.66,3.22,329.01
2021,7,22,22,0.0,0.0,-999.0,31.02,6.1,92.64,3.31,331.8
2021,7,22,23,0.0,0.0,-999.0,30.15,6.04,92.61,3.43,330.4
2021,7,23,0,0.0,0.0,-999.0,29.38,6.04,92.58,3.67,325.94
2021,7,23,1,0.0,0.0,-999.0,28.69,6.16,92.57,4.23,319.87
2021,7,23,2,0.0,0.0,-999.0,28.09,6.41,92.59,5.21,314.76
2021,7,23,3,0.0,0.0,-999.0,27.55,6.96,92.62,6.29,312.58
2021,7,23,4,0.0,0.0,-999.0,26.8,7.63,92.66,6.34,313.65
2021,7,23,5,7.25,0.0,0.35,25.93,8.06,92.71,5.82,313.75
2021,7,23,6,109.93,0.1,0.45,26.62,8.61,92.75,6.22,314.69
2021,7,23,7,311.03,0.98,0.59,29.02,8.91,92.77,6.74,321.26
2021,7,23,8,538.69,2.9,0.69,32.13,8.0,92.77,6.43,317.02
2021,7,23,9,736.52,5.65,0.73,34.68,7.2,92.75,5.9,303.4
2021,7,23,10,888.33,8.55,0.76,36.57,6.65,92.72,5.98,290.66
2021,7,23,11,972.53,10.8,0.77,38.02,6.29,92.68,6.44,281.61
2021,7,23,12,986.3,11.9,0.76,38.98,6.1,92.63,6.84,277.61
2021,7,23,13,970.89,10.95,0.77,39.5,6.16,92.58,6.9,276.56
2021,7,23,14,880.45,8.55,0.77,39.68,6.35,92.54,6.75,276.44
2021,7,23,15,729.08,5.48,0.76,39.51,6.59,92.5,6.47,277.49
2021,7,23,16,533.2,2.73,0.73,38.91,6.77,92.49,6.03,280.45
2021,7,23,17,310.43,0.8,0.66,37.91,6.9,92.49,5.25,285.17
2021,7,23,18,97.85,0.08,0.48,35.79,6.96,92.5,3.13,294.52
2021,7,23,19,0.0,0.0,-999.0,32.65,7.08,92.53,2.61,316.94
2021,7,23,20,0.0,0.0,-999.0,31.62,7.14,92.56,2.72,337.71
2021,7,23,21,0.0,0.0,-999.0,30.76,7.26,92.58,2.92,351.07
2021,7,23,22,0.0,0.0,-999.0,30.03,7.32,92.58,3.07,357.38
2021,7,23,23,0.0,0.0,-999.0,29.34,7.32,92.57,3.16,358.87
2021,7,24,0,0.0,0.0,-999.0,28.69,7.39,92.54,3.27,356.03
2021,7,24,1,0.0,0.0,-999.0,28.09,7.45,92.52,3.5,351.0
2021,7,24,2,0.0,0.0,-999.0,27.5,7.75,92.52,3.94,345.88
2021,7,24,3,0.0,0.0,-999.0,26.84,8.24,92.53,4.51,340.56
2021,7,24,4,0.0,0.0,-999.0,26.08,8.54,92.56,4.82,335.47
2021,7,24,5,7.65,0.0,0.39,25.43,8.73,92.59,4.79,332.52
2021,7,24,6,126.72,0.12,0.52,26.4,9.03,92.64,5.63,330.24
2021,7,24,7,339.32,1.02,0.65,28.82,10.13,92.67,6.07,337.92
2021,7,24,8,556.52,3.02,0.71,31.95,10.01,92.68,5.18,347.37
2021,7,24,9,744.96,5.8,0.74,34.86,9.16,92.68,2.62,350.57
2021,7,24,10,890.61,8.75,0.77,36.88,8.67,92.67,0.93,288.13
2021,7,24,11,962.63,10.9,0.76,38.41,8.54,92.64,2.24,235.53
2021,7,24,12,948.97,10.75,0.73,39.41,8.67,92.61,3.65,231.44
2021,7,24,13,927.82,9.73,0.74,39.87,8.79,92.57,4.74,232.22
2021,7,24,14,860.78,-999.0,0.76,39.86,8.85,92.55,5.46,236.15
2021,7,24,15,677.24,4.67,0.7,39.41,8.97,92.55,5.78,240.87
2021,7,24,16,479.05,2.25,0.65,38.61,9.03,92.56,5.7,246.39
2021,7,24,17,262.48,0.65,0.55,37.44,9.03,92.58,5.28,253.41
2021,7,24,18,76.87,0.05,0.39,35.88,9.09,92.61,4.28,268.33
2021,7,24,19,0.0,0.0,-999.0,33.31,9.09,92.66,3.08,295.07
2021,7,24,20,0.0,0.0,-999.0,32.28,9.09,92.7,3.32,313.28
2021,7,24,21,0.0,0.0,-999.0,31.44,8.97,92.74,3.28,327.63
2021,7,24,22,0.0,0.0,-999.0,30.67,8.85,92.74,3.22,340.6
2021,7,24,23,0.0,0.0,-999.0,29.97,8.67,92.71,3.25,352.26
2021,7,25,0,0.0,0.0,-999.0,29.3,8.48,92.68,3.35,1.07
2021,7,25,1,0.0,0.0,-999.0,28.69,8.3,92.65,3.46,7.78
2021,7,25,2,0.0,0.0,-999.0,28.05,8.12,92.65,3.41,13.24
2021,7,25,3,0.0,0.0,-999.0,27.34,8.06,92.67,3.21,17.55
2021,7,25,4,0.0,0.0,-999.0,26.66,8.0,92.71,2.98,19.96
2021,7,25,5,7.2,0.0,0.38,26.11,8.0,92.75,2.72,21.04
2021,7,25,6,108.05,0.1,0.45,27.81,8.0,92.8,3.22,21.96
2021,7,25,7,302.56,0.88,0.58,29.92,8.0,92.86,2.55,27.35
2021,7,25,8,520.41,2.62,0.66,34.27,8.12,92.9,1.51,97.75
2021,7,25,9,717.4,5.12,0.72,36.8,7.93,92.91,2.4,141.49
2021,7,25,10,865.34,7.85,0.74,38.56,7.69,92.9,3.2,153.12
2021,7,25,11,947.79,9.9,0.75,40.07,7.45,92.87,3.92,159.68
2021,7,25,12,979.39,11.67,0.76,41.2,7.32,92.84,4.34,161.21
2021,7,25,13,962.31,10.6,0.77,42.05,7.2,92.79,4.49,161.0
2021,7,25,14,866.59,8.17,0.76,42.56,7.14,92.74,4.39,161.44
2021,7,25,15,711.77,5.17,0.74,42.69,6.96,92.7,4.09,162.19
2021,7,25,16,514.03,2.52,0.7,42.32,6.84,92.67,3.61,162.51
2021,7,25,17,288.82,0.73,0.61,41.49,6.71,92.66,2.99,161.75
2021,7,25,18,84.91,0.05,0.44,39.12,6.65,92.68,1.68,157.61
2021,7,25,19,0.0,0.0,-999.0,37.72,6.65,92.72,1.33,143.87
2021,7,25,20,0.0,0.0,-999.0,37.06,6.65,92.78,1.21,121.22
2021,7,25,21,0.0,0.0,-999.0,36.1,6.71,92.81,1.44,102.23
2021,7,25,22,0.0,0.0,-999.0,34.91,6.77,92.82,1.8,94.47
2021,7,25,23,0.0,0.0,-999.0,33.47,6.84,92.8,2.19,94.92
2021,7,26,0,0.0,0.0,-999.0,32.11,6.84,92.79,2.41,99.31
2021,7,26,1,0.0,0.0,-999.0,31.15,6.9,92.78,2.37,105.27
2021,7,26,2,0.0,0.0,-999.0,30.62,6.84,92.79,2.08,114.93
2021,7,26,3,0.0,0.0,-999.0,30.25,6.77,92.82,1.62,138.14
2021,7,26,4,0.0,0.0,-999.0,29.33,6.53,92.86,1.43,185.02
2021,7,26,5,6.78,0.0,0.38,28.23,6.29,92.92,1.75,225.18
2021,7,26,6,100.27,0.12,0.41,29.76,6.16,92.97,2.01,247.83
2021,7,26,7,285.3,0.95,0.55,31.82,6.16,93.0,2.29,264.11
2021,7,26,8,514.44,3.02,0.66,34.95,6.16,93.01,1.53,270.0
2021,7,26,9,726.46,5.85,0.73,39.6,6.16,93.02,1.22,202.62
2021,7,26,10,882.98,8.85,0.76,42.23,6.23,93.01,2.47,170.15
2021,7,26,11,966.81,11.17,0.77,43.59,6.23,92.98,3.11,172.36
2021,7,26,12,937.38,10.65,0.73,44.49,6.16,92.94,3.4,182.9
2021,7,26,13,913.55,9.6,0.73,44.94,6.1,92.89,3.48,198.07
2021,7,26,14,828.33,7.4,0.73,45.09,6.04,92.85,3.51,216.77
2021,7,26,15,669.72,4.55,0.7,44.85,6.1,92.8,3.64,236.11
2021,7,26,16,461.99,2.12,0.63,44.21,6.23,92.78,3.89,254.04
2021,7,26,17,238.08,0.6,0.51,43.08,6.47,92.77,4.15,270.43
2021,7,26,18,64.38,0.05,0.34,40.11,6.84,92.79,3.06,287.51
2021,7,26,19,0.0,0.0,-999.0,36.95,7.32,92.84,3.31,304.52
2021,7,26,20,0.0,0.0,-999.0,35.79,7.63,92.89,3.38,319.13
2021,7,26,21,0.0,0.0,-999.0,34.84,7.75,92.92,3.33,332.89
2021,7,26,22,0.0,0.0,-999.0,34.0,7.75,92.91,3.29,344.02
2021,7,26,23,0.0,0.0,-999.0,33.21,7.81,92.88,3.39,350.32
2021,7,27,0,0.0,0.0,-999.0,32.45,7.87,92.84,3.64,351.35
2021,7,27,1,0.0,0.0,-999.0,31.66,8.0,92.83,4.11,349.37
2021,7,27,2,0.0,0.0,-999.0,30.7,8.06,92.84,4.68,344.71
2021,7,27,3,0.0,0.0,-999.0,29.67,8.12,92.86,4.99,337.65
2021,7,27,4,0.0,0.0,-999.0,28.76,8.18,92.9,4.97,329.08
2021,7,27,5,7.05,0.0,0.41,28.12,8.18,92.95,4.96,322.93
2021,7,27,6,100.23,0.1,0.42,29.01,8.36,92.99,5.69,318.78
2021,7,27,7,292.79,0.88,0.56,31.46,8.67,93.0,5.46,318.25
2021,7,27,8,510.98,2.67,0.66,35.44,8.54,93.0,5.65,329.43
2021,7,27,9,706.13,5.33,0.71,39.22,8.12,92.98,4.86,334.51
2021,7,27,10,855.53,8.2,0.73,41.35,8.0,92.94,4.16,322.55
2021,7,27,11,938.89,10.38,0.74,42.84,7.81,92.89,4.22,310.95
2021,7,27,12,974.57,12.12,0.75,43.89,7.45,92.84,4.65,301.13
2021,7,27,13,950.95,10.95,0.76,44.43,7.08,92.8,5.51,292.49
2021,7,27,14,855.26,8.4,0.75,44.44,6.84,92.76,6.69,286.91
2021,7,27,15,699.33,5.27,0.73,43.81,6.77,92.74,7.79,285.11
2021,7,27,16,499.8,2.55,0.68,42.55,6.96,92.73,8.48,286.43
2021,7,27,17,277.79,0.73,0.59,40.78,7.14,92.75,8.49,289.45
2021,7,27,18,78.13,0.05,0.41,38.63,7.32,92.77,7.15,293.71
2021,7,27,19,0.0,0.0,-999.0,35.93,7.32,92.79,5.2,298.22
2021,7,27,20,0.0,0.0,-999.0,34.62,7.2,92.81,5.12,305.24
2021,7,27,21,0.0,0.0,-999.0,33.63,6.96,92.82,5.2,313.11
2021,7,27,22,0.0,0.0,-999.0,32.67,6.65,92.79,5.36,319.55
2021,7,27,23,0.0,0.0,-999.0,31.69,6.29,92.75,5.56,324.72
2021,7,28,0,0.0,0.0,-999.0,30.71,5.86,92.71,5.65,327.26
2021,7,28,1,0.0,0.0,-999.0,29.73,5.31,92.69,5.56,327.92
2021,7,28,2,0.0,0.0,-999.0,28.74,4.88,92.68,5.28,327.74
2021,7,28,3,0.0,0.0,-999.0,27.77,4.64,92.68,4.92,327.52
2021,7,28,4,0.0,0.0,-999.0,26.79,4.64,92.7,4.56,327.32
2021,7,28,5,7.24,0.0,0.45,25.96,4.82,92.73,4.36,326.85
2021,7,28,6,105.46,0.1,0.45,26.67,5.07,92.76,5.18,324.94
2021,7,28,7,308.32,0.9,0.59,28.69,5.37,92.78,4.2,319.29
2021,7,28,8,528.23,2.75,0.68,33.3,5.62,92.79,3.45,340.42
2021,7,28,9,725.09,5.42,0.73,37.26,5.55,92.78,2.49,332.15
2021,7,28,10,878.45,8.4,0.76,39.22,5.62,92.74,3.18,298.96
2021,7,28,11,955.59,10.6,0.76,40.69,5.74,92.69,4.49,287.93
2021,7,28,12,958.84,-999.0,0.74,41.72,5.74,92.63,5.71,285.23
